PC1,PC2
2.9216085600978476,1.9530046888727455
-3.2543466369997307,-0.7266250705236855
2.734587132862032,-0.24947927506297216
-2.6674702645852015,-1.1344610946907938
-0.03139817802391481,0.8718243941030706
1.628932385821427,1.038216291119566
0.6961809940462639,2.0221611022239387
-1.846000348040991,0.3862000453881164
-2.602595023459355,-0.327950580462676
-5.277788880232379,3.148049295662582
-2.9333668468974503,-1.7601934949782796
-2.12722862359106,-1.3085462338274385
2.531179685985571,-1.9953460119319486
-0.8988360940790496,1.6995916300021732
-2.3712627640020734,-1.726548094770906
4.851041804029009,0.17013915516682326
-3.1499085897252312,1.482261562284296
0.07979599423956422,0.22844823542624962
3.7026306727155944,2.419402147698862
-1.8655721181645244,-0.3824396774215581
0.16803673952730055,-0.29408304060406415
-0.7854224092968921,0.018296674615965777
1.1611869852579,1.3000778088208218
1.1109804008811135,0.6582749674536361
-0.9178611011437092,3.0538496209656794
-1.7439811939755923,-0.9017079213621126
-1.741205113958305,2.0033120832054028
0.7749249388893907,1.6094237152318331
-1.4393623149256978,-1.4572393712566234
4.638113710323594,-0.9072352817992143
-2.400339309456677,-2.108024960052373
0.5734500943382463,-2.319052001039103
-1.1802266991503696,-0.5274137701033512
-1.650850352526366,2.5729319992306805
2.7159640030089256,-0.1619076232751783
-2.5466807534918585,-0.20310677502541205
2.2823623132350828,0.7063990177147288
-2.585837783170491,0.21429189731337228
-2.214918924374201,-1.5259245124636545
2.7249114301035924,0.9353476235834227
2.423087465787673,0.9887487851239128
-3.0538426118885402,-0.1795955421262982
-3.1834059368266425,-2.138147425555288
0.24396592972497833,-3.22076129929443
-3.493148906611661,-0.7172679117139676
2.476157111399835,-3.0126190960238635
-2.0919651928036553,0.19534612203107413
-2.5778277680333233,-0.21169291800625664
-2.897159153971983,1.2948975496787223
0.7846787751752856,4.3457645112279115
1.4498059915736445,-1.310963063777192
4.568527064435236,0.10162478558530429
-2.5498634358388963,-0.2386188946914831
4.208074633272783,-2.199734485284638
-0.019159719072823034,1.7701819253011624
5.233649957750176,-1.1307507899541602
3.2335512738971715,-0.82770312903245
-2.5193283121833514,-3.0411106265078858
-2.452853546155622,-0.8054586559284662
0.3871013190748478,1.527830017396553
4.240074062675941,-1.9765072924447495
0.6798040865026994,1.5534029054641887
1.4172047532232535,2.710589505732866
1.6475902654189558,0.6097753743828427
2.541971499702721,-0.6193863916219722
-2.6408880317762273,-1.3771090495694343
-3.9984054966503395,-1.1686515368473764
4.171744147838816,1.3693086592426322
1.6560608481305592,-0.22542889892119752
-0.3098352670149063,2.8096044402914817
2.751706307011464,-0.008429129790803023
-2.2617384786944603,0.9367246749419921
2.1701446979298704,3.2173028474668977
0.4601864660146095,3.491312377657642
-0.731892897144093,-3.2216178044709793
-3.0534236643170285,-1.585692154379832
3.236724955191913,0.23194456418378656
4.673035779424588,-0.9718994073862778
-2.509559040836897,-3.893500997909883
1.9142732755829075,1.7199357276722056
-2.1166652791035228,1.2751021345872047
-3.288618280639605,-1.4833494599080197
-2.7825695142066253,0.2849582419562571
