K,Inertia_WCSS,Silhouette_Score,Davies_Bouldin_Index
2,25631.5381836378,0.2929308856582548,1.3796126004330695
3,21715.615157508168,0.2442493515977148,1.5421031772839469
4,20023.836613510262,0.1908820345794969,1.752410638844284
5,18760.303611828724,0.1680375009681448,1.8168071185523256
6,17695.21499972749,0.1605803496832395,1.829862235490512
7,16897.509681898307,0.1616004636244334,1.7997677653020328
8,16317.279428193906,0.1430237917286796,1.9632613433883048
9,15803.288114869143,0.1555409318043973,1.8969510045524969
10,15397.161817027749,0.138075559723082,1.9762279641910072
