TSNE1,TSNE2,KMeans_Cluster
-36.381145,-5.278349,0
-8.721572,-19.939554,0
17.018084,-9.576862,1
-14.654083,11.936163,0
8.445251,25.44881,1
64.66168,5.5112576,1
-44.54678,19.467659,0
36.459354,-13.885206,1
-30.649002,31.40804,0
-30.47868,-41.646187,0
54.36595,-17.745,1
-15.668553,9.069583,0
9.463011,-34.82435,1
40.114147,-18.42557,1
54.198208,-24.306847,1
-4.619977,47.94914,1
28.129402,15.03896,1
12.18601,-42.14475,1
-43.112953,17.28473,0
4.982592,-16.79009,1
-31.949612,37.59786,0
59.348625,14.892285,1
15.995706,15.660892,1
-2.9602702,-40.57848,0
50.065876,-29.30471,1
-20.717268,-13.359622,0
5.2449985,-3.2024534,1
9.349436,11.12814,1
-19.454447,-15.903483,0
9.918127,-35.32996,1
55.666126,-2.020688,1
54.45251,16.419493,1
-38.04357,22.208569,0
2.3432302,-12.525342,0
-29.924793,-39.170723,0
42.187748,-27.59421,1
-10.237475,13.209028,0
41.421932,-15.036558,1
-20.598726,-40.89542,0
52.076336,11.764969,1
16.423662,18.556488,1
-39.72271,22.396862,0
54.00731,6.331445,1
-21.382915,-34.586697,0
32.939835,-27.602964,1
64.38142,4.121758,1
-17.966146,-18.435045,0
33.283722,-25.879028,1
-28.711891,35.17348,0
-40.225742,27.912174,0
2.4237924,-8.422912,1
22.741264,-17.381739,1
55.08686,-21.509245,1
-31.806608,-33.856895,0
13.845134,5.415743,1
64.18836,16.91087,1
-0.95490235,-1.7159439,0
-15.606673,14.069275,0
-5.9547443,-6.868258,0
-25.149511,-26.061367,0
58.142513,-0.17651652,1
-11.900291,-31.674576,0
-7.782914,-42.715862,0
27.238405,22.828033,1
-20.197042,29.775417,0
42.50689,-23.14659,1
49.81664,13.994103,1
-48.395092,32.096134,0
65.11,10.490028,1
-26.984762,-10.970514,0
35.285393,27.299204,1
-44.80104,-21.394102,0
9.591039,-47.251453,1
0.15928964,-42.569736,0
-14.514763,15.38516,0
11.397331,-8.12583,1
-34.81745,-4.615834,0
-16.40591,41.088993,0
-10.940903,-26.261501,0
-5.413936,7.0331926,0
-11.678768,42.19109,0
3.4029217,35.006893,1
-49.155544,39.890614,0
-8.064394,-52.61506,0
33.805023,-17.003149,1
26.967802,31.574934,1
-48.975582,34.232773,0
-20.133692,-30.426805,0
32.596706,30.836731,1
54.780266,22.042528,1
-6.388546,-8.943057,0
-26.100525,42.100296,0
43.198036,-21.30072,1
-12.5450115,-44.907654,0
-7.9192963,5.3413033,0
8.080081,4.8153067,1
-25.889374,-37.81304,0
-23.17587,-15.194774,0
-19.415213,-9.523056,0
34.85825,-17.271677,1
-26.971907,-16.36014,0
-42.658836,-20.951462,0
-7.0326695,45.02653,0
-7.9359593,3.371018,0
-45.730827,-27.869015,0
35.164543,-10.550162,1
19.385038,13.620713,1
-32.989876,-44.21586,0
52.668507,9.997005,1
0.82153076,-19.451385,0
-40.67216,39.997654,0
-10.045909,46.034733,0
44.14382,-7.9005117,1
33.640892,-30.551756,1
13.183045,8.233786,1
-5.0555587,-11.464348,0
-7.0326695,45.02653,0
-0.6860281,19.529627,1
54.72969,-19.016525,1
-7.0985866,-3.4497898,0
8.680377,-2.127639,1
-11.374036,-27.907162,0
-30.518393,45.704197,0
40.327927,-23.26414,1
44.899097,-27.51047,1
-14.666135,-47.546295,0
-3.9648561,-35.851215,0
41.821384,-8.201517,1
-7.310917,33.962986,0
-29.433823,-4.3134255,0
-5.9692736,-14.15846,0
-54.192886,23.7697,0
6.6236167,-6.57182,1
-43.114445,41.37191,0
59.2435,12.194958,1
1.1259168,8.762225,1
-11.390244,-12.123416,0
21.35186,26.692303,1
-37.516415,41.361893,0
-26.133036,-29.478941,0
-21.482548,-40.170895,0
-44.61091,31.844954,0
30.179802,15.619134,1
-17.825136,-4.575074,0
-46.42631,27.342243,0
42.8707,-14.1091,1
31.319183,30.607447,1
-6.7834535,-22.206532,0
-7.8679967,-14.802706,0
-27.40982,32.71574,0
20.338142,8.177026,1
-7.961979,-19.419312,0
26.965603,26.94782,1
42.536274,-28.982023,1
21.321241,-2.9118948,1
-24.36812,30.785952,0
8.78581,11.658446,1
-2.1098192,-17.242357,0
-47.413666,-26.314669,0
41.652817,-24.321453,1
18.004019,27.17101,1
59.829514,-1.1282464,1
-6.0870123,-47.249275,0
-45.493217,16.790789,0
-18.900118,-9.1561,0
-9.904551,-9.245007,0
11.281646,-16.3207,1
30.7208,17.199192,1
55.417156,9.191472,1
-17.376877,42.619774,0
-26.676197,32.838245,0
12.152488,-11.520101,1
-24.298996,41.037407,0
52.4487,-26.638653,1
-19.683151,-7.7894845,0
-40.260483,-2.932911,0
-30.814354,-36.179996,0
51.83316,2.3438966,1
-38.996593,15.452928,0
-38.953266,39.246967,0
24.392384,0.18746951,1
35.32069,4.1977024,1
-46.865887,-25.34601,0
-1.4133319,-5.8769884,0
-39.67741,33.345654,0
-19.65796,42.32603,0
-22.270994,-40.616108,0
-34.604366,-18.508818,0
-28.98447,-5.394939,0
-22.237343,-31.963348,0
12.864437,-1.5541986,1
-5.509269,-21.153341,0
57.266502,21.215523,1
-31.182375,-40.82735,0
-36.28352,33.877247,0
-28.150219,-30.59989,0
-50.04906,40.40413,0
35.691185,18.1571,1
36.50611,-30.519808,1
-15.55772,9.364197,0
-49.273582,-10.231811,0
-27.063168,1.8031704,0
-56.546364,29.131565,0
-23.990295,-35.680088,0
26.07702,18.814629,1
60.27524,4.555644,1
28.038496,15.005063,1
21.003248,31.060823,1
21.820763,3.3685942,1
23.645102,5.441154,1
-11.376828,40.2605,0
-5.9269314,5.572912,1
6.930097,-8.686026,1
-44.077156,18.809347,0
57.73559,21.394497,1
-43.112846,17.295456,0
57.258076,9.813377,1
54.339252,21.567404,1
-30.225317,40.308628,0
-36.113186,29.58647,0
64.18836,16.91087,1
-8.198223,42.976654,0
-25.072998,-1.4491702,0
-11.907365,-4.8043885,0
38.987392,-27.454456,1
45.571346,7.98913,1
8.699093,-3.2661924,1
-2.582693,23.994308,0
-8.8776245,41.519844,0
-25.092176,-1.301006,0
27.927982,29.347084,1
-46.392956,-20.44238,0
-51.840607,38.79505,0
49.58404,1.7937146,1
-4.265095,-4.4669433,0
53.78506,11.810844,1
47.731922,21.518805,1
-33.442238,39.948704,0
11.220024,-34.781586,1
2.9169283,-38.525692,0
-33.647892,-37.14421,0
-0.87361836,19.87196,1
-42.225647,37.886147,0
56.82665,21.732725,1
33.1888,-8.096823,1
-7.3272142,-40.362583,0
-27.01224,-44.676685,0
-32.567738,-19.692616,0
-48.478024,33.644512,0
-41.204994,26.989386,0
0.19726786,-18.975021,0
-25.812807,-43.680393,0
24.882402,19.77613,1
60.30244,6.6555743,1
-31.763985,36.442524,0
-6.6138563,-26.530336,0
56.463898,5.9796534,1
-3.531973,-36.708477,0
-15.236479,39.689697,0
49.43697,2.4042234,1
11.366364,15.400513,1
-13.186705,40.246128,0
62.659992,8.762522,1
49.38941,21.387846,1
11.57114,19.545824,1
17.936758,-5.6508193,1
36.22799,-13.024304,1
-8.048318,1.5586463,0
6.722118,-1.3447484,1
-1.8962444,-7.8639593,0
-29.186138,40.35893,0
-0.7110376,-6.5134473,0
-47.8403,29.812681,0
-33.83199,32.483063,0
-13.109904,-24.190842,0
47.114048,-15.677891,1
-1.6411874,5.5905323,0
34.229218,16.522923,1
-4.337559,25.246489,0
-35.284496,-16.048674,0
13.084958,21.517607,1
-3.4477875,-36.70867,0
-12.311048,-21.064163,0
-40.97291,-31.158924,0
45.677998,8.583334,1
-23.390434,-15.115282,0
-19.74599,36.38166,0
33.173775,25.521074,1
35.335262,-19.532076,1
29.508764,25.530283,1
-5.912622,-3.366434,0
53.02005,-23.09598,1
-8.438048,-47.051926,0
-12.743168,-33.02124,0
-10.634431,14.560789,0
-9.793024,-9.56014,1
-1.3296492,0.28273344,0
-4.6197906,47.94901,1
-5.4627943,-49.40002,0
-31.980392,-38.712868,0
-35.035984,-5.587585,0
-35.62369,-37.695812,0
10.934801,-43.111553,1
25.740944,23.012392,1
43.197872,-21.301073,1
43.125755,-20.41198,1
50.57559,-22.719244,1
-34.47757,-33.205452,0
0.5961329,-14.321458,0
51.33192,13.240376,1
15.373084,9.018747,1
-28.601604,6.064227,0
26.549517,-26.359507,1
40.02695,-27.938007,1
-27.628061,31.95628,0
-10.577034,40.780674,0
-42.635586,-18.995243,0
-10.061403,44.72681,0
35.70638,-9.706524,1
3.5346959,21.12884,0
25.775215,-0.112112254,1
-5.9717984,-1.5787193,0
-26.065628,-40.337357,0
-14.237978,-1.6421617,0
2.3946884,-16.454489,1
-6.1019006,-8.994939,0
-43.64499,34.727337,0
-51.730476,37.887646,0
6.207717,25.677599,1
12.353077,13.777222,1
-5.858304,9.708009,0
-17.195116,32.610516,0
-43.236988,-19.141453,0
1.0788361,24.328424,0
-1.871177,-2.432268,0
-9.404503,-15.454809,0
-20.140139,40.52696,0
-53.761967,31.259497,0
-48.677116,27.67192,0
-37.788506,-31.163046,0
65.44501,9.385565,1
-26.338293,-27.753098,0
-38.04357,22.208569,0
-54.28545,25.804947,0
46.84391,-9.461836,1
-22.5966,31.37461,0
-27.260784,-16.480429,0
-26.526663,-28.023504,0
-29.88881,31.220154,0
-31.492868,-18.922085,0
13.35502,-8.731625,1
-47.93778,32.77588,0
-22.63693,-15.258148,0
20.338142,8.177026,1
-13.270732,32.897,0
-17.334303,44.537743,0
19.506638,5.9425883,1
-12.419937,-3.2400215,0
-6.316648,7.6004996,0
11.9619465,17.43382,1
-25.46011,41.622406,0
-1.9423548,8.520153,0
19.00163,-5.866711,1
5.4847517,-0.052908707,1
-24.453835,39.98486,0
10.942238,-6.338447,1
34.402023,27.069902,1
-48.391136,32.97525,0
60.186237,6.645694,1
-23.29604,3.4587831,0
0.12597336,-5.8738112,1
0.15962091,-42.56954,0
0.9578046,-31.938032,1
-55.48805,40.203045,0
-38.51007,23.792336,0
-58.18975,38.46844,0
49.95037,-32.823174,1
27.452768,29.25176,1
-21.324402,-36.491093,0
-1.5735697,-40.833942,0
-35.600815,-7.89168,0
-31.799662,-36.71494,0
-30.271442,-37.32808,0
-40.836754,33.092735,0
8.55522,-39.96488,1
-30.478706,-41.64615,0
-22.803444,-32.35674,0
56.608307,19.827475,1
-44.9229,34.837513,0
-15.139739,36.38068,0
-38.9548,15.402789,0
-17.334093,44.537716,0
-5.0909624,-51.145775,0
-0.2687156,-30.252283,0
-34.371304,-0.29955292,0
-31.647404,41.68445,0
-47.48188,24.16408,0
-28.595417,0.08534952,0
54.511734,-3.1517975,1
55.33996,3.2077904,1
1.8929799,-29.796797,1
54.82143,-15.28951,1
17.82243,27.08848,1
49.923462,-24.92651,1
5.359666,-9.606678,1
-2.0521622,-3.6616573,0
34.176117,-29.31712,1
35.08144,-24.61427,1
-25.060972,-40.217922,0
12.50413,-36.233486,1
32.323494,-28.928354,1
-23.156343,5.163731,0
-30.731579,38.170387,0
63.51433,10.90541,1
10.379432,-39.07169,1
11.675017,29.114012,1
5.917851,-1.5252088,1
-45.91579,18.247038,0
-28.383743,-14.100758,0
-30.5064,-29.478529,0
6.2775445,-11.566339,1
1.268589,9.9298315,1
55.315357,-0.95501435,1
-49.349953,23.697512,0
19.153389,16.60391,1
-40.383976,38.384033,0
-21.118425,3.6421397,0
-33.656017,-39.571323,0
30.595547,27.37626,1
24.000532,-4.372831,1
-16.50826,-5.555209,0
36.227886,-13.024378,1
-11.000712,-27.069649,0
8.613935,-44.915867,0
26.186773,17.883568,1
11.553277,19.794308,1
10.585857,6.511089,1
-29.85812,-32.41852,0
-32.08194,-11.602463,0
25.21919,-2.42574,1
13.207793,3.5236707,1
41.023487,-28.72823,1
-14.666709,49.88356,0
21.311537,29.911789,1
-7.4380302,-0.41671285,0
-9.113677,46.63744,1
-21.650126,36.80057,0
54.799763,21.29551,1
-4.8108473,13.845012,1
-22.857742,-18.368,0
36.477444,-18.913918,1
-23.923811,-26.272234,0
6.4478335,21.518612,1
19.471834,17.016357,1
50.31734,-12.689776,1
-15.992675,42.459347,0
-22.803185,-32.356853,0
-13.060731,12.842106,0
-6.47846,42.705727,0
37.409008,7.0299687,1
65.073586,1.7818364,1
-9.615105,46.616314,0
16.73169,26.365452,1
49.78609,-33.128727,1
8.156121,0.31623915,1
50.239292,-26.78312,1
-23.252005,44.393787,0
19.220446,13.467986,1
48.33557,-22.197449,1
0.8774604,-46.22306,0
-5.649587,-8.363888,0
10.090086,14.47902,1
-20.537544,-27.856567,0
-21.678665,-23.968832,0
-37.161133,-3.6528294,0
44.936394,-10.19589,1
48.062126,-17.306627,1
-17.429834,-22.57651,0
-33.11497,-19.066444,0
-39.807625,-42.675423,0
-8.341899,45.97817,0
36.91394,-27.409132,1
-33.296917,43.025177,0
58.003735,16.004597,1
-35.204533,-25.571898,0
26.69462,28.811354,1
-20.175348,48.92472,0
13.150188,-1.7378422,1
-23.252005,44.393787,0
-28.38921,-2.6431916,0
-16.627512,10.716797,0
-28.90073,-45.764397,0
32.529686,-27.06565,1
28.34615,29.243483,1
13.795145,19.609467,1
-34.188454,-17.040972,0
0.9349933,32.41602,1
55.54964,-15.990303,1
-55.63483,33.42426,0
9.925823,12.169724,1
-34.803833,1.7737406,0
-6.2526484,-47.875145,0
1.8763974,-42.422585,0
8.507667,11.364471,1
-56.759888,27.530031,0
-4.7583942,-22.371311,0
33.67435,-29.075558,1
25.995731,-0.9374015,1
63.904415,1.8513722,1
13.9977255,14.229184,1
-45.14374,36.91323,0
-20.61783,48.581013,0
-28.89698,-40.26031,0
-31.451591,46.061142,0
12.328599,-4.614382,1
-34.37125,-0.29956302,0
-13.166178,38.99228,0
-34.127678,-32.193928,0
5.893587,-17.833155,1
-34.512745,-20.118412,0
-3.856862,4.0485926,1
31.156286,30.816198,1
15.842008,-8.634522,1
-7.9736996,39.073757,0
-13.022353,45.33796,0
50.6137,6.28087,1
-35.256866,43.26966,0
59.242733,12.1950035,1
-28.06151,-32.987656,0
-13.060635,12.842169,0
-3.6060207,6.4704013,0
-32.243343,20.38366,0
61.131283,1.8420286,1
-3.3134527,-45.8913,0
-10.885364,7.639268,1
-56.708473,37.451683,0
38.11488,-26.019457,1
39.031,-25.300314,1
-18.03716,-17.785067,0
51.17978,-31.865574,1
-43.10921,17.043034,0
-23.923882,39.66873,0
27.889734,-29.460442,1
-20.949263,1.4255337,0
51.394455,16.74924,1
-17.825113,-4.575117,0
40.704136,-24.95334,1
-45.586388,-28.117989,0
-8.048318,1.5586463,0
-8.565869,-23.9728,0
-8.971632,13.407868,0
-40.690506,40.74651,0
-3.1274626,21.368967,0
25.39198,-10.983562,1
-16.15151,-30.415516,0
-6.2064247,1.7909946,1
54.26359,-2.5318804,1
55.045513,0.6540466,1
-44.047005,29.00646,0
-42.386986,34.567,0
-50.283756,27.848038,0
12.10374,2.1601067,1
-5.1998124,23.436409,1
-7.4046636,-0.3282965,0
4.982625,-16.790098,1
55.332928,-16.772802,1
-0.7774179,-45.972977,0
51.057243,15.861864,1
-16.635296,6.2944217,0
-36.454002,23.07835,0
11.283653,-4.0594525,1
-28.840689,-32.25326,0
1.4121919,-11.442137,0
0.5961329,-14.321458,0
10.310912,14.861952,1
-14.144495,-14.457243,0
-37.70231,-4.9083056,0
56.95439,-17.024538,1
-9.425051,42.121853,0
-24.144941,33.768204,0
-11.992547,-3.2667465,0
6.175332,19.728703,1
10.123502,-35.778564,1
-36.350624,-14.500989,0
-21.222132,-24.116402,0
18.223227,-11.085829,1
-6.8595157,-5.8804183,0
-39.524025,29.014044,0
-31.479055,-34.507153,0
-12.652946,3.5268114,0
10.319602,17.587759,1
1.8455843,7.924741,1
33.962414,-21.078117,1
-39.55998,25.670767,0
-31.495121,-29.616924,0
-47.656586,29.250895,0
36.345444,28.709208,1
-7.8499284,41.63277,0
-21.084805,-39.632675,0
16.776049,-3.3465931,1
-10.403195,-39.074867,0
-5.8531528,-1.933086,1
67.00728,1.2544968,1
38.97224,-9.307555,1
-40.635582,29.78139,0
-25.741299,-16.329245,0
45.734478,-13.986366,1
-24.5426,37.03965,0
55.62099,-25.659891,1
-34.966003,-25.053009,0
-18.735395,-23.692142,0
-3.1699831,4.7587786,0
17.142063,-6.5696383,1
-5.9061074,13.349495,1
62.200546,15.236313,1
-12.060552,43.696648,0
-15.152468,40.53228,0
15.779478,0.35035712,1
-37.162006,32.835033,0
-10.150101,-49.114822,0
-24.98397,-41.978836,0
19.598272,-0.9284654,1
-43.65452,30.728025,0
22.772993,10.759395,1
21.00308,31.060656,1
9.598613,-47.554005,1
38.45741,-24.935387,1
49.069324,16.586813,1
52.548603,3.6792207,1
14.833337,12.9129,1
-6.264699,-50.153854,0
-20.003115,3.5232365,0
-30.742214,-32.42774,0
-1.8191142,0.7561523,0
-24.07137,-26.339909,0
55.71941,11.119629,1
-38.519325,38.17819,0
-31.551327,38.72314,0
-17.164816,-32.80107,0
-7.271237,-12.932116,0
-47.406315,31.98987,0
51.482506,-20.825212,1
16.741707,29.854837,1
13.695439,20.384325,1
52.099808,-28.015284,1
2.624021,8.761518,1
45.018177,-9.447238,1
-32.96836,-33.72232,0
-32.726395,-43.124584,0
-1.9302387,-46.13362,0
11.038553,-15.476033,1
-54.20749,29.81583,0
65.63163,-2.5213447,1
-54.363747,23.787119,0
26.222776,6.6656075,1
12.980932,13.886338,1
-39.67741,33.345654,0
-29.781551,-13.41585,0
-3.942482,14.037237,1
-39.14398,-2.0746415,0
-18.90799,-0.37144083,0
22.374077,21.787058,1
-7.1916895,6.307972,0
18.984089,5.0529056,1
-6.12997,-19.381294,0
60.500103,16.68447,1
36.11566,24.740831,1
-22.944893,-40.94857,0
51.488304,1.0210471,1
-32.07653,-16.980345,0
-14.654087,11.936136,0
25.444372,2.7328541,1
-36.98825,25.534744,0
-16.769547,40.753494,0
24.923695,23.484404,1
-30.865757,-44.513508,0
55.405987,20.89674,1
60.176186,16.105381,1
63.92198,9.972721,1
-15.400313,1.2202522,0
-36.83333,-15.662908,0
-21.83228,37.57507,0
-34.8174,-39.58706,0
0.9349933,32.41602,1
13.85452,7.813545,1
-38.184338,28.57497,0
-1.5735697,-40.833942,0
-47.01431,15.894558,0
62.657467,6.919443,1
13.555424,-11.782383,1
20.279274,16.126564,1
-2.6023526,30.182735,1
58.086636,-0.49141014,1
10.554649,29.955616,0
-26.606976,-27.438435,0
-9.7709255,-9.930196,0
-10.701478,12.200825,0
7.3210053,-31.865263,0
32.289433,-18.186022,1
8.677758,13.026681,1
41.29865,-19.382998,1
-4.7388234,-39.996056,0
32.86164,-19.405159,1
16.610277,4.666329,1
58.616146,4.7890697,1
22.146877,26.549332,1
-8.829988,11.049769,0
-28.003511,-28.254639,0
3.0902655,26.150461,1
-30.66358,37.614567,0
-33.4712,36.003017,0
-39.41885,38.146076,0
-16.596338,-0.8846549,0
-42.898987,29.248442,0
20.876772,3.7433777,1
19.143694,2.9213958,1
-31.355864,-7.109758,0
4.518417,-7.688403,1
18.859777,8.727854,1
-24.119446,-16.25738,0
10.879596,10.730797,1
-19.836199,-31.25289,0
53.020054,-23.09628,1
-2.9121408,-34.17706,0
-42.556786,-21.098969,0
-37.824036,-2.9074216,0
3.285585,-36.285107,0
54.36596,-17.744907,1
39.82876,-26.01973,1
-23.475317,-31.697409,0
-21.83228,37.57507,0
-25.472816,2.0885859,0
7.727933,-40.03759,0
-23.82816,-23.538374,0
51.389275,-33.52562,1
-30.272364,-6.066407,0
-38.4004,37.458893,0
34.71935,-6.3116007,1
23.179577,8.07677,1
-19.54868,36.016296,0
-20.37937,36.21533,0
-7.420603,12.316786,0
-19.682106,-24.991358,0
-3.5791297,44.007847,0
17.33167,-1.7313035,1
-34.09068,29.470749,0
-41.204994,26.989386,0
58.086555,-1.2647471,1
-17.429808,-22.576681,0
-20.542418,50.71091,0
-53.07851,28.019148,0
3.3937256,-16.436571,1
-22.217146,-17.144777,0
34.485004,20.41784,1
16.775818,-3.3466873,1
15.871013,1.0096372,1
21.399426,31.538383,1
-25.069683,23.599607,0
-10.720006,45.07023,0
-46.112156,15.838696,0
8.156077,0.31615594,1
-0.56189054,15.589142,0
-39.22203,41.71268,0
33.372074,-27.779507,1
55.06896,9.517894,1
-33.36462,39.308594,0
6.5914817,18.814972,1
64.65331,1.8589737,1
46.147976,18.219852,1
23.481318,-6.075717,1
-29.245949,-43.977245,0
26.633232,23.137547,1
35.63206,-13.889467,1
-7.4047604,30.50294,0
-45.229588,22.84475,0
34.917683,20.52416,1
-36.37027,27.43671,0
-27.628061,31.95628,0
9.513291,-1.9994138,1
33.93746,-6.519288,1
-28.727388,-36.985065,0
-6.8194323,-11.115814,1
51.775867,-21.718664,1
43.900024,-20.871122,1
-19.141016,3.1791904,0
-32.92151,0.71930647,0
-3.6390102,5.632136,0
12.001112,13.040128,1
-14.128369,-1.0291684,0
-24.36812,30.785952,0
-29.583426,31.691631,0
49.564854,-33.302082,1
2.815827,24.987858,0
-5.9269347,5.572991,1
16.035501,15.419136,1
-23.17703,3.6026697,0
59.592945,3.1990325,1
-21.135714,-15.172068,0
41.284176,-25.771505,1
-14.685824,36.60196,0
47.838196,12.789195,1
-49.279613,-10.221686,0
-5.637941,-47.919136,0
0.4858269,4.9736614,1
-25.902529,-19.387516,0
52.465137,19.168873,1
-30.151922,-44.432804,0
54.02821,-17.384176,1
41.59206,-15.042105,1
46.15603,-10.424009,1
19.482845,30.800955,1
-53.662052,34.446163,0
-1.522104,-38.147312,0
52.80885,-16.197268,1
-11.452433,8.876462,1
25.029291,-4.480528,1
-7.3835936,-43.983307,0
2.423789,-8.42304,1
24.039326,-16.618105,1
51.33192,13.240376,1
-7.6380095,46.622955,0
-39.70807,38.42755,0
-21.4975,-33.481182,0
-10.196328,15.244005,0
61.210415,15.590873,1
-21.431044,-15.082373,0
15.327294,4.233689,1
-45.00962,34.119236,0
5.7157745,2.188856,1
-5.25364,-23.048275,0
-6.6750546,-46.79309,0
13.446307,-35.975113,1
62.249992,5.315088,1
21.653948,-3.9810479,1
22.666277,11.646476,1
42.93264,-9.83768,1
-44.73176,-18.471767,0
-16.998339,-11.52289,0
34.51089,16.46398,1
-11.070815,-48.851208,0
-11.668204,8.57814,1
-45.57295,25.942337,0
63.745895,3.284084,1
-1.4055476,32.372387,1
-1.6616884,20.964327,1
57.910877,-17.66446,1
62.301044,17.130241,1
-29.466846,-4.7821054,0
15.755705,30.878656,1
43.164673,-30.28692,1
-11.562994,-4.445665,0
-45.788048,-25.324728,0
62.336853,1.5607355,1
0.5611772,15.062568,1
10.418607,-16.650633,1
-30.87093,34.48212,0
-6.8496833,-46.522915,0
28.302261,-32.727863,1
-23.964968,-11.691766,0
3.2195985,-13.093395,0
39.997147,-24.156199,1
16.088867,5.7737875,1
-19.475172,-23.947432,0
-5.813153,-40.088448,0
-23.353697,-46.994694,0
47.694805,-34.30175,1
23.523106,26.44523,1
53.07658,-15.125918,1
31.099613,28.53264,1
13.701436,17.88922,1
5.7934446,23.9504,1
-5.4627943,-49.40002,0
-27.203512,-7.6562395,0
0.4322552,-45.186375,0
-53.62826,29.36231,0
-18.114439,-30.092314,0
15.141061,-1.4125718,1
54.81888,6.267848,1
55.95285,2.2262354,1
1.2553097,31.857468,1
-31.18284,-28.299625,0
28.761545,30.00863,1
45.068474,-25.590317,1
39.41726,-9.7142105,1
-9.215198,39.208355,1
-49.546623,30.74357,0
9.133768,-16.981436,1
-29.677624,-14.606135,0
-37.06378,31.786894,0
20.013657,-4.8933578,1
-33.211254,38.54382,0
3.7439966,-0.116042465,1
7.8790197,12.328161,1
-15.617895,-33.94469,0
-18.663975,-34.25799,0
61.84567,16.0842,1
-36.23568,-39.132847,0
-33.38305,-42.719822,0
50.138515,-29.749828,1
-23.402206,-4.6372757,0
41.761017,-21.901329,1
52.506695,-20.743088,1
6.160884,-16.318262,1
-28.447212,40.420033,0
-16.508137,-5.5549817,0
3.218792,-35.617474,0
6.456589,-6.845423,1
36.60177,-25.47219,1
40.303013,-6.8753076,1
28.45405,-27.983688,1
36.994938,-30.03905,1
-22.785835,-33.1058,0
4.397353,25.28521,0
53.71496,17.205462,1
-40.635582,29.78139,0
16.317287,8.413492,1
48.13993,10.643842,1
-40.01738,24.538902,0
-25.827465,38.522537,0
-22.625435,-23.963644,0
34.65431,-17.29584,1
18.415499,5.6840305,1
17.123285,-8.576292,1
54.441856,-0.07720829,1
59.932674,13.697255,1
24.143393,25.681648,1
-47.14249,-19.832403,0
-19.54868,36.016296,0
-3.3512952,0.07486407,0
-23.800236,25.187721,0
-0.2694183,15.426545,0
10.7418785,-38.294643,1
-28.35623,34.61867,0
-25.216778,-25.279333,0
-45.82217,-27.698616,0
-24.09857,3.7709572,0
-37.824036,-2.9074216,0
64.99737,9.780974,1
-10.434715,-28.455242,0
-12.819153,42.276855,0
-39.22842,-37.677517,0
-17.739672,42.05516,0
9.581492,-45.08171,1
-30.148708,-11.965579,0
2.0332787,-17.896212,1
59.602463,8.76468,1
-22.62572,-6.4642887,0
56.33699,3.0171335,1
37.006832,23.518538,1
-45.355114,38.51131,0
64.98734,13.709622,1
48.843803,2.8062842,1
2.9575176,-5.1383967,1
-2.9171684,23.333061,0
-2.2584343,-11.122222,1
-33.367725,-39.65522,0
-24.681253,-31.407885,0
-38.695164,-1.6241733,0
-11.179521,-38.173744,0
-29.036814,34.044434,0
-24.896603,-8.2599945,0
18.943756,15.106312,1
4.346526,24.910278,0
-3.8171177,-20.161379,1
17.879004,3.8844554,1
39.29818,-20.955442,1
-35.718616,-0.28835806,0
56.099884,21.134672,1
-13.958354,16.158749,1
45.810104,-14.02966,1
-56.759895,27.529985,0
0.81015587,-46.677303,0
-44.19827,39.08351,0
-43.311855,25.530416,0
-52.787483,36.644505,0
-29.58171,-15.7842865,0
-25.973242,-37.58844,0
-18.239927,39.184135,0
21.272854,-6.602453,1
14.480029,7.8611646,1
-29.020414,-18.17437,0
-56.499336,24.742477,0
-7.8212447,-39.48249,0
19.259321,23.488005,1
-26.481731,1.231871,0
19.208015,27.503788,1
13.782057,-6.611379,1
-27.01134,-11.572624,0
15.838522,18.799726,1
-2.3764136,20.825274,0
1.7364931,-17.780966,1
2.8036206,32.547707,1
6.320421,-0.75887305,1
-24.829893,-42.22322,0
48.73138,17.282053,1
58.214176,-14.82559,1
-2.4311147,42.298145,1
-33.186367,-16.06259,0
-15.929166,-23.644625,0
-15.99868,12.171,0
-7.6080203,-5.9311357,0
-3.110879,-18.05641,0
53.11298,21.172338,1
28.980337,1.6064409,1
33.12069,-22.725012,1
-51.18787,25.08786,0
-9.897755,35.973316,0
22.62562,-17.345907,1
-39.109867,31.97928,0
-46.195034,31.325327,0
1.1837721,-42.598145,0
5.6016197,13.751804,1
12.328599,-4.614382,1
13.401447,11.104911,1
-14.681066,43.038387,1
-21.804604,-10.464137,0
-27.392565,-7.8264856,0
49.923462,-24.92651,1
-43.89171,41.106503,0
13.9977255,14.229184,1
26.24862,0.81050634,1
0.64175117,-32.890125,0
27.943365,2.9428573,1
-22.165428,-18.218948,0
-26.511322,-40.828827,0
7.2474923,5.286318,1
17.012468,-5.822786,1
-28.727259,-36.985172,0
12.18601,-42.14475,1
44.953465,-9.477625,1
10.531751,-9.078346,1
-28.665987,-35.689873,0
-2.1014078,-33.530556,0
-22.803774,43.404156,0
-8.092967,-12.883122,0
-34.04568,-1.9770159,0
-7.9378858,2.711038,0
-5.5442295,9.14278,0
50.31734,-12.689776,1
56.39955,0.120783366,1
16.530474,19.928108,1
54.819565,-20.322828,1
39.65999,12.689829,1
-15.496766,-28.615173,0
-16.246927,-33.657063,0
-10.688269,46.21786,0
-5.611591,-41.260525,0
1.9485797,-14.457168,1
55.803368,14.498259,1
