TSNE1,TSNE2,KMeans_Cluster
-22.80171,23.950344,0
-15.502228,-23.735964,0
4.8405576,15.952208,1
-15.659291,-24.735912,0
-42.24392,16.980549,0
-25.943869,34.14194,0
-35.266968,19.19393,0
-47.90459,31.257309,0
-29.44001,39.082497,0
6.426371,8.099099,1
8.983852,7.01818,1
-39.18227,26.763165,0
-1.5524578,6.7197704,0
11.181633,2.0684023,1
18.410683,2.9186702,1
-36.1971,-6.3979154,0
-22.74594,-9.539167,0
-21.103348,29.771744,0
9.816921,4.657602,1
54.908554,15.990928,1
-31.851194,-2.6598926,0
-31.799646,-36.714848,0
-12.645137,14.731173,0
50.239292,-26.78312,1
-30.652485,45.770187,0
-40.097813,-3.7932057,0
0.33556014,4.3619823,1
53.07658,-15.125918,1
48.928688,-33.728703,1
53.185238,-1.897624,1
-14.40769,47.028698,0
-41.206856,31.18984,0
17.749897,27.96965,1
-56.29955,29.404081,0
-39.82407,-42.679047,0
-25.714054,-41.82006,0
17.409443,10.708048,1
58.653988,6.9096913,1
2.9911163,-7.3317056,1
48.49059,-20.359074,1
51.181385,21.40754,1
51.718895,-15.7609005,1
-40.515217,26.09979,0
61.395298,10.7887945,1
-37.241608,-36.184097,0
-4.6049595,23.141712,0
12.993057,-0.12446109,1
-41.072643,29.069275,0
-13.858226,-47.515327,0
49.415504,17.099667,1
-40.222565,36.968853,0
25.522257,22.855541,1
4.129859,-11.217695,0
29.17414,25.438486,1
58.52138,16.270126,1
-4.8942986,25.4821,1
-39.562313,-5.334374,0
-2.7916057,9.239132,0
5.18486,26.64276,1
11.720058,6.4595513,1
55.315388,-0.954968,1
-30.68045,25.35427,0
-52.989918,28.698391,0
33.415947,27.988323,1
-10.310329,-23.994085,0
-13.840608,11.826803,0
-19.673353,-4.74641,0
-39.28719,24.66081,0
26.591877,-26.689245,1
64.66161,5.5111938,1
2.1101,-29.725164,1
-36.436825,-31.816107,0
0.4322552,-45.186375,0
-22.386473,-12.5431595,0
-26.088924,-42.81343,0
-6.7540154,39.877445,1
-21.752638,-30.697573,0
-26.819242,-2.5153747,0
8.92828,-5.0096135,1
-43.53522,-22.285723,0
-26.530281,-3.0434113,0
-13.501864,-32.340645,0
14.184186,15.345078,1
50.524437,11.312468,1
43.159782,-11.032458,1
32.323494,-28.928354,1
-27.96133,-42.523853,0
64.6729,3.467669,1
7.645851,-39.980736,0
-38.48039,33.98925,0
-29.037167,34.044605,0
-45.228195,-20.476591,0
8.088261,6.0314097,1
35.527054,19.66847,1
-35.256668,43.269478,0
-28.642632,15.580638,0
63.904415,1.8513722,1
-30.013332,-28.098566,0
