Cluster,numerical__Customer_Age,numerical__Income,numerical__Total_Children,numerical__Family_Size,numerical__Total_Spending,numerical__Average_Spending_per_Purchase,numerical__Total_Purchases,numerical__NumWebPurchases,numerical__NumCatalogPurchases,numerical__NumStorePurchases,numerical__Total_Campaign_Acceptance,numerical__Digital_Engagement,numerical__NumWebVisitsMonth,numerical__Recency,numerical__Customer_Tenure_Years,numerical__Deal_Dependency,numerical__NumDealsPurchases
0,-0.15343778072976955,-0.7120049106655817,0.4620928046766477,0.46209280467664765,-0.769339659630126,-0.7149049510997443,-0.7720739799342557,-0.5496821644989077,-0.7452453964104468,-0.6810595793933002,-0.31197115803915165,-0.06436290231460327,0.49035395835986934,-0.010481819339834659,-0.07732241349141374,0.6182564631922303,0.14507121071632006
1,0.17980524402022563,0.8343591525954923,-0.5415009856744827,-0.5415009856744828,0.9015465720131669,0.8377575494926125,0.9047507706608231,0.6441421092720245,0.8733118383178753,0.7980960313861308,0.365581735682778,0.07542332339196704,-0.5746186677090872,0.012283064022505156,0.09060985736323907,-0.7245005350223538,-0.17000092362582417
