numerical__Customer_Age,numerical__Income,numerical__Total_Children,numerical__Family_Size,numerical__Total_Spending,numerical__Average_Spending_per_Purchase,numerical__Total_Purchases,numerical__NumWebPurchases,numerical__NumCatalogPurchases,numerical__NumStorePurchases,numerical__Total_Campaign_Acceptance,numerical__Digital_Engagement,numerical__NumWebVisitsMonth,numerical__Recency,numerical__Customer_Tenure_Years,numerical__Deal_Dependency,numerical__NumDealsPurchases
1.0172961242361769,0.3001776044322591,-1.2646182929415224,-1.2646182929415224,1.7993040015766404,1.1939439816304436,1.3125434195471086,1.2805323325064204,1.8052020693197453,-0.5520768893966107,-0.48205328198438235,1.5605322794324692,0.6928817880382651,0.3072717939961604,1.5300381493430737,-0.5478972431289095,0.6520824719662904
1.2737216910085998,-0.2632777329281526,1.3954203730765178,1.3954203730765176,-0.9902089579865183,-1.5489900618931018,-1.1859614417720366,-1.3968393760212348,-0.4057153639132397,-1.1674211851515772,-0.48205328198438235,-0.9503121529030141,-0.13157382889875557,-0.3835840310899352,-1.1914841782550116,1.3596464266010555,0.041654535569467
0.33349461284304954,0.943942287400849,-1.2646182929415224,-1.2646182929415224,0.38030282076901184,0.4704817819933861,1.034931768289426,1.2805323325064204,0.12013938270035009,1.2939559978682893,-0.48205328198438235,0.7235841353206415,-0.5438016373672659,-0.7980975261415926,-0.2067879179058861,-1.0909849017837394,-0.8186953190947202
-1.2905339767156276,-1.204344651304055,0.06540104006749757,0.06540104006749754,-0.9426344503127617,-1.2551299963505116,-0.9083497905143537,-0.6750807673414829,-1.3046699908599295,-0.5520768893966107,-0.48205328198438235,-0.3923467234951289,0.28065397956975463,-0.7980975261415926,-1.0628303954958294,0.5503863368836848,0.041654535569467
-1.034108409943205,0.3075826898393189,0.06540104006749757,0.06540104006749754,-0.2674423990967528,0.1677388774913612,0.20209681451637745,0.5587737238266683,0.49323926303345,0.06326740635835588,-0.48205328198438235,0.1656187059127562,-0.13157382889875557,1.5508122791511325,-0.9539695023919058,0.6719960514881533,1.5124323266304773
0.16254423499476775,0.5091921118895935,0.06540104006749757,0.06540104006749754,0.27051549536803476,0.3737536113926962,1.034931768289426,0.8331736116944044,0.7826380134765774,1.2939559978682893,-0.48205328198438235,0.7235841353206415,0.28065397956975463,-1.1435254386846405,-0.3008041437683655,-0.7713565969387493,0.041654535569467
-0.17935652070179586,0.18059741879438304,0.06540104006749757,0.06540104006749754,0.03996211202598296,0.33650054373555766,0.6185142914029016,1.070869606315068,0.49323926303345,0.3709395542358393,-0.48205328198438235,1.0025668500245841,0.28065397956975463,-0.5217551961071544,1.1836625803760443,0.025645203164760117,1.1255671642452045
-1.3760091656397686,-0.8790941903281618,0.06540104006749757,0.06540104006749754,-0.7303789545375394,-0.2542274823035242,-0.6307381392566709,0.23422754085689548,-1.3046699908599295,-0.5520768893966107,-0.48205328198438235,0.7235841353206415,1.1051095965067754,-0.5908407786157639,0.3127754355446575,0.10695703388637642,0.041654535569467
-0.43578208747421865,-1.0273392227030438,0.06540104006749757,0.06540104006749754,-0.9554429716095423,-1.2099438808383751,-1.0471556161431952,-0.16298488485308327,-1.3046699908599295,-1.1674211851515772,-0.48205328198438235,0.7235841353206415,1.5173374049752855,-1.039897064921726,0.16927698554403087,-0.17352148123935618,-0.8186953190947202
1.6156224467051634,-2.2075187376101364,1.3954203730765178,1.3954203730765176,-0.9499536053394935,0.7520867865302963,-1.6023789186585606,-1.3968393760212348,-1.3046699908599295,-1.782765480906544,1.4128092602512243,3.2344285676561246,6.051843298128899,0.6526997065392083,-1.2162252903240853,3.336243637438775,-0.8186953190947202
-1.205058787791487,-0.022612457198707574,0.06540104006749757,0.06540104006749754,-1.0048472680399825,-1.617198833637861,-1.324767267400878,-1.3968393760212348,-1.3046699908599295,-1.1674211851515772,-0.48205328198438235,-0.3923467234951289,0.6928817880382651,-1.3162393949561644,-0.6323350454939504,0.5503863368836848,-0.8186953190947202
-0.6067324653225005,-2.119039910681912,-1.2646182929415224,-1.2646182929415224,-0.9279961402592981,-0.8917145208583727,-1.0471556161431952,-0.6750807673414829,-1.3046699908599295,-0.859749037274094,-0.48205328198438235,0.1656187059127562,1.1051095965067754,0.3418145852504652,1.1836625803760443,-0.17352148123935618,-0.8186953190947202
0.846345746387895,0.5340349790616653,-1.2646182929415224,-1.2646182929415224,0.7288775789171141,1.084114852606923,0.3409026401452189,-0.16298488485308327,0.7826380134765774,0.6786117021133227,-0.48205328198438235,-1.2292948676069566,-1.3682572543042866,1.1362987840994752,-0.6323350454939504,-0.9827815709567269,-0.8186953190947202
